Sample ID	Collection date	Geological location name	Latitude/Longtitude	Days since blooming	Air temperature (˚C)	Humidity (%)	Rainfall (mm)	Sunlight (MJ/m^2)
omgseq_006009	2015-04-20 12:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	9	15.8	not collected	0.0	0.0
omgseq_006017	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	6	16.2	not collected	0.0	0.0
omgseq_006025	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	6	16.2	not collected	0.0	0.0
omgseq_006033	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	6	16.2	not collected	0.0	0.0
omgseq_006041	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	3	16.2	not collected	0.0	0.0
omgseq_006050	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	4	16.2	not collected	0.0	0.0
omgseq_006068	2015-04-20 12:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	7	15.8	not collected	0.0	0.0
omgseq_006076	2015-04-20 12:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	12	15.8	not collected	0.0	0.0
omgseq_006084	2015-04-20 12:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	10	15.8	not collected	0.0	0.0
omgseq_006092	2015-04-20 12:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	12	15.8	not collected	0.0	0.0
omgseq_006106	2015-04-20 12:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	10	15.8	not collected	0.0	0.0
omgseq_006114	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	1	16.2	not collected	0.0	0.0
omgseq_006122	2015-04-14 17:00:00	Yamagata, Tsuruoka, Japan	38.7470 N 139.8242 E	4	16.2	not collected	0.0	0.0
omgseq_006131	2015-03-31 06:20:00	Ehime, Matsuyama, Japan	33.8483 N 132.7868 E	not collected	12.1	76.0	0.0	0.0
omgseq_006149	2015-03-31 06:25:00	Ehime, Matsuyama, Japan	33.8483 N 132.7868 E	not collected	12.1	76.0	0.0	0.0
omgseq_006157	2015-04-05 12:35:00	Kumamoto, Aso, Japan	131.1400 N 32.8200 E	9	20.7	not collected	0.0	0.1
omgseq_006165	2015-04-05 13:13:00	Kumamoto, Aso, Japan	131.1500 N 32.8400 E	9	19.4	not collected	0.5	0.1
omgseq_006173	2015-04-24 10:14:00	Shizuoka, Mishima, Japan	36.4685 N 138.3428 E	not collected	19.7	not collected	0.0	1.0
omgseq_006181	2015-04-24 10:59:00	Shizuoka, Mishima, Japan	36.4685 N 138.3428 E	not collected	19.7	not collected	0.0	1.0
omgseq_006190	2015-04-18 13:33:00	Shizuoka, Mishima, Japan	36.4806 N 138.3050 E	not collected	19.2	not collected	0.0	1.0
omgseq_006203	2015-04-18 14:03:00	Shizuoka, Mishima, Japan	36.4806 N 138.3050 E	not collected	20.9	not collected	0.0	1.0
omgseq_006211	2015-04-06 16:37:00	Shizuoka, Mishima, Japan	36.4068 N 138.2436 E	not collected	13.0	not collected	0.0	0.0
omgseq_006220	2015-04-06 16:37:00	Shizuoka, Mishima, Japan	36.4068 N 138.2436 E	not collected	13.0	not collected	0.0	0.0
omgseq_006238	2015-04-09 08:00:00	Niigata, Niigata, Japan	37.5205 N 138.5645 E	7	5.8	59.0	0.0	1.0
omgseq_006246	2015-04-10 09:30:00	Niigata, Sado, Japan	38.1351 N 138.2312 E	8	9.4	not collected	0.0	0.0
omgseq_006254	2015-04-12 11:30:00	Niigata, Sado, Japan	38.0012 N 138.3226 E	8	10.3	not collected	0.0	1.0
omgseq_006262	2015-04-12 13:00:00	Niigata, Sado, Japan	38.0156 N 138.2212 E	8	10.6	not collected	0.0	1.0
omgseq_006319	2015-04-17 16:32:36	Shizuoka, Mishima, Japan	35.3711 N 139.4438 E	3	22.1	41.0	0.0	1.0
omgseq_006327	2015-04-17 16:38:41	Shizuoka, Mishima, Japan	35.3711 N 139.4353 E	3	22.1	41.0	0.0	1.0
omgseq_006335	2015-04-17 16:44:49	Shizuoka, Mishima, Japan	35.3744 N 139.4452 E	5	22.1	41.0	0.0	1.0
omgseq_006343	2015-04-17 16:51:03	Shizuoka, Mishima, Japan	35.3746 N 139.4251 E	9	22.1	41.0	0.0	1.0
omgseq_006351	2015-04-17 16:58:02	Shizuoka, Mishima, Japan	35.7535 N 139.7187 E	6	22.1	41.0	0.0	1.0
omgseq_006416	2015-03-18 16:51:00	Shizuoka, Mishima, Japan	35.7535 N 139.7188 E	15	18.3	60.0	0.0	0.2
omgseq_006424	2015-03-18 16:57:00	Shizuoka, Mishima, Japan	35.7529 N 139.7191 E	15	18.3	60.0	0.0	0.2
omgseq_006432	2015-03-17 16:10:00	Shizuoka, Mishima, Japan	35.7538 N 139.7191 E	12	17.4	66.0	0.0	1.0
omgseq_006441	2015-03-17 16:00:00	Shizuoka, Mishima, Japan	34.4356 N 134.2458 E	12	17.4	66.0	0.0	1.0
omgseq_019216	2015-04-09 12:01:00	Hyogo, Sasayama, Japan	35.6169 N 135.7383 E	not collected	9.8	40.0	0.0	1.0
omgseq_019224	2015-04-09 12:26:00	Tokyo, Shinagawa, Japan	35.3711 N 139.4353 E	not collected	9.8	40.0	0.0	1.0
omgseq_019232	2015-04-09 11:50:00	Tokyo, Shinagawa, Japan	35.3744 N 139.4452 E	not collected	9.5	39.0	0.0	1.0
omgseq_019241	2015-04-04 16:49:00	Tokyo, Shinagawa, Japan	35.3746 N 139.4251 E	not collected	12.6	61.0	0.0	0.0
omgseq_019259	2015-04-06 10:05:20	Tokyo, Itabashi, Japan	35.7535 N 139.7187 E	10	17.5	58.0	0.0	1.0
omgseq_019267	2015-04-06 10:30:29	Tokyo, Itabashi, Japan	35.7535 N 139.7188 E	10	17.5	58.0	0.0	1.0
omgseq_019275	2015-04-06 12:07:06	Tokyo, Itabashi, Japan	35.7529 N 139.7191 E	10	20.9	55.0	0.0	1.0
omgseq_019283	2015-04-06 10:47:48	Tokyo, Itabashi, Japan	35.7538 N 139.7191 E	10	17.5	58.0	0.0	1.0
omgseq_019291	2015-04-12 10:07:00	Hyogo, Ako, Japan	34.4356 N 134.2458 E	4	14.3	not collected	0.0	1.0
omgseq_019305	2015-04-12 16:09:00	Hyogo, Sasayama, Japan	35.6169 N 135.7383 E	10	17.4	not collected	0.0	0.0
omgseq_019615	2015-04-07 17:48:00	Shizuoka, Mishima, Japan	35.1183 N 138.9371 E	11	11.8	84.0	0.0	0.0
omgseq_019623	2015-04-07 17:55:00	Shizuoka, Mishima, Japan	35.1183 N 138.9371 E	11	11.8	84.0	0.0	0.0
omgseq_019631	2015-04-07 18:01:59	Shizuoka, Mishima, Japan	35.1183 N 138.9371 E	11	11.3	85.0	0.0	0.0
omgseq_019640	2015-04-07 18:09:14	Shizuoka, Mishima, Japan	35.1193 N 138.9374 E	11	11.3	85.0	0.0	0.0
omgseq_019658	2015-04-07 18:15:06	Shizuoka, Mishima, Japan	35.1193 N 138.9374 E	11	11.3	85.0	0.0	0.0
omgseq_019666	2015-04-16 16:11:23	Shizuoka, Mishima, Japan	35.1193 N 138.9374 E	7	20.5	43.0	0.0	0.8
omgseq_019674	2015-04-16 16:18:50	Shizuoka, Mishima, Japan	35.1197 N 138.9376 E	8	20.5	43.0	0.0	0.8
omgseq_019682	2015-04-16 16:26:07	Shizuoka, Mishima, Japan	35.1198 N 138.9379 E	1	20.5	43.0	0.0	0.8
omgseq_019691	2015-04-16 16:38:45	Shizuoka, Mishima, Japan	35.1198 N 138.9379 E	1	20.5	43.0	0.0	0.8
omgseq_019704	2015-04-16 16:49:12	Shizuoka, Mishima, Japan	35.1181 N 138.9379 E	5	20.5	43.0	0.0	0.8
